count,percentage,itemid,label,abbreviation,linksto,category,unitname,param_type,lownormalvalue,highnormalvalue
930,0.012708216613601891,225024,Incision Dressing #3,Incision Dressing #3,chartevents,Skin - Incisions,,Text,,
928,0.012680887115508124,224309,Assisted Systole,SYS - Assisted,chartevents,IABP,mmHg,Numeric,,
927,0.01266722236646124,225636,D-Dimer,D-Dimer,chartevents,Labs,None,Numeric,,
926,0.012653557617414357,224652,Unassisted Systole,SYS - Unassisted,chartevents,IABP,mmHg,Numeric,,
926,0.012653557617414357,224310,Augmented Diastole,AUG,chartevents,IABP,mmHg,Numeric,,
925,0.012639892868367473,224311,BAEDP,DIA - Assisted,chartevents,IABP,mmHg,Numeric,,
925,0.012639892868367473,224654,PAEDP,DIA - Unassisted,chartevents,IABP,mmHg,Numeric,,
923,0.012612563370273704,228372,Leg Raise Result (NICOM),Leg Raise Result (NICOM),chartevents,NICOM,,Text,,
921,0.012585233872179937,224322,IABP Mean,MAP - Assisted,chartevents,IABP,mmHg,Numeric,,
920,0.012571569123133054,227627,Arctic Sun/Alsius Set Temp,Arctic Sun/Alsius Set Temp,chartevents,Treatments,°C,Numeric,,
918,0.012544239625039286,227631,Arctic Sun Temp #2 Location,Arctic Sun Temp #2 Location,chartevents,Routine Vital Signs,,Text,,
907,0.012393927385523565,227066,Cerebral Perfusion Pressure,CPP,chartevents,Hemodynamics,mmHg,Numeric,,
904,0.012352933138382913,228370,CO / CI Change,CO / CI Change,chartevents,NICOM,%,Numeric,,
903,0.01233926838933603,225339,IABP Site Appear,IABP Site Appear,chartevents,Access Lines - Invasive,,Text,,
903,0.01233926838933603,229288,Nutrition,Nutrition,chartevents,MD Progress Note,,Text,,
902,0.012325603640289146,225029,Dressing Status #3,Dressing Status #3,chartevents,Skin - Incisions,,Text,,
901,0.012311938891242262,229330,Activity Intolerance  NCP - Interventions,AI NCP - Interventions,chartevents,Care Plans,,Text,,
899,0.012284609393148495,225988,IABP Position on leg,IABP Position on leg,chartevents,Access Lines - Invasive,,Text,,
899,0.012284609393148495,228745,Pressure ulcer #3- Surrounding tissue,Pressure ulcer #3- Surrounding tissue,chartevents,Skin - Impairment,,Text,,
898,0.012270944644101611,229659,% Minute Volume,% Minute Volume,chartevents,Respiratory,None,Numeric,,
893,0.012202620898867192,225982,IABP Balloon Waveform,IABP Balloon Waveform,chartevents,Access Lines - Invasive,,Text,,
891,0.012175291400773424,226110,IABP placed in outside facility,IABP placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
891,0.012175291400773424,227242,Manual Blood Pressure Diastolic Right,Manual BPd R,chartevents,Routine Vital Signs,mmHg,Numeric,,
889,0.012147961902679657,227634,Arctic Sun/Alsius Temp #2 C,Arctic Sun/Alsius Temp #2 C,chartevents,Routine Vital Signs,°C,Numeric,,
889,0.012147961902679657,227115,PCA bolus units,PCA bolus units,chartevents,Pain/Sedation,,Text,,
888,0.012134297153632774,225986,IABP Arterial Waveform Source,IABP Arterial Waveform Source,chartevents,Access Lines - Invasive,,Text,,
887,0.01212063240458589,227755,Midline Placement Confirmed by X-ray,Midline Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
886,0.012106967655539006,225341,IABP Art. Waveform Appear,IABP Art. Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
884,0.01207963815744524,225985,IABP Helium Tubing,IABP Helium Tubing,chartevents,Access Lines - Invasive,,Text,,
881,0.012038643910304587,227418,Midline Dressing Occlusive,Midline Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
879,0.01201131441221082,224746,Transpulmonary Pressure (Exp. Hold),Transpulmonary Press (Exp. Hold),chartevents,Respiratory,cmH2O,Numeric,-2.0,
879,0.01201131441221082,226130,ICP Line Site Appear,ICP Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
878,0.011997649663163936,227628,Arctic Sun Water Temp,Arctic Sun Water Temp,chartevents,Treatments,°C,Numeric,,
877,0.011983984914117052,226129,ICP Line placed in outside facility,ICP Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
875,0.011956655416023285,223771,PCWP,PCWP,chartevents,Hemodynamics,mmHg,Numeric,,
875,0.011956655416023285,227363,ICP Line Dressing Occlusive,ICP Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
874,0.011942990666976402,227980,Intra Aortic Balloon Pump Setting,IABP Setting,chartevents,IABP,,Text,,
871,0.01190199641983575,225987,IABP Power Source,IABP Power Source,chartevents,Access Lines - Invasive,,Text,,
870,0.011888331670788866,224747,Transpulmonary Pressure (Insp. Hold),Transpulmonary Press (Insp. Hold),chartevents,Respiratory,cmH2O,Numeric,,20.0
870,0.011888331670788866,229333,Activity Intolerance NCP - Plan revised,AI NCP - Plan revised,chartevents,Care Plans,,Text,,
866,0.011833672674601331,225979,IABP Size,IABP Size,chartevents,Access Lines - Invasive,,Text,,
863,0.011792678427460679,225342,IABP Zero/Calibrate,IABP Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
858,0.011724354682226261,224976,Surrounding Tissue #6,Surrounding Tissue #6,chartevents,Skin - Impairment,,Text,,
855,0.01168336043508561,225981,IABP Alarms Activated,IABP Alarms Activated,chartevents,Access Lines - Invasive,,Checkbox,,
853,0.011656030936991843,224066,Position Change,Position Change,chartevents,Restraint/Support Systems,,Text,,
853,0.011656030936991843,225984,IABP Trigger,IABP Trigger,chartevents,Access Lines - Invasive,,Text,,
849,0.011601371940804307,229334,Activity Intolerance  NCP - Problem resolved,AI NCP - Problem resolved,chartevents,Care Plans,,Text,,
849,0.011601371940804307,227187,Pinsp (Draeger only),Pinsp (Draeger only),chartevents,Respiratory,cmH2O,Numeric,,
848,0.011587707191757423,224913,Impaired Skin Drainage Amount #6,Site Drainage Amount #6,chartevents,Skin - Impairment,,Text,,
847,0.01157404244271054,226133,ICP Line Waveform Appear,ICP Line Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
844,0.011533048195569889,225980,IABP Volume,IABP Volume,chartevents,Access Lines - Invasive,mL,Numeric,,
842,0.01150571869747612,225772,Sheath Size,Sheath Size,chartevents,Access Lines - Invasive,,Text,,
841,0.011492053948429237,223963,Temporary Pacemaker Wires Ground,Temp Pacemaker Wires Ground,chartevents,Cardiovascular (Pacer Data),None,Numeric,,
834,0.011396400705101051,228755,Pressure ulcer #3- Drainage,Pressure ulcer #3- Drainage,chartevents,Skin - Impairment,,Text,,
823,0.01124608846558533,224962,Impaired Skin Wound Base #6,Site/Wound Base #6,chartevents,Skin - Impairment,,Text,,
821,0.011218758967491561,224891,Impaired Skin Cleanse #5,Site Cleanse #5,chartevents,Skin - Impairment,,Text,,
818,0.01117776472035091,225770,Sheath Waveform Appear,Sheath Waveform Appear,chartevents,Access Lines - Invasive,,Text,,
816,0.011150435222257143,223942,Graft/Flap Pulse,Graft/Flap Pulse,chartevents,Cardiovascular,,Text,,
814,0.011123105724163376,229534,Multi Lumen - Obturator in place,Multi Lumen - Obturator in place,chartevents,Access Lines - Invasive,,Text,,
809,0.011054781978928957,226134,ICP Line Zero/Calibrate,ICP Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
798,0.010904469739413235,229865,No Pressure Injury Present,No Pressure Injury Present,chartevents,Skin - Assessment,,Checkbox,,
793,0.010836145994178818,228856,Impaired Skin #4- Type,Impaired Skin #4- Type,chartevents,Skin - Impairment,,Text,,
792,0.010822481245131934,228735,Pressure ulcer #3- Wound Base,Pressure ulcer #3- Wound Base,chartevents,Skin - Impairment,,Text,,
788,0.010767822248944398,228805,Pressure ulcer #3- Dressing status,Pressure ulcer #3- Dressing status,chartevents,Skin - Impairment,,Text,,
776,0.010603845260381793,227470,Sed Rate,Sed Rate,chartevents,Labs,None,Numeric with tag,,
771,0.010535521515147373,223797,Sensory Level,Sensory Level,chartevents,Pain/Sedation,,Text,,
767,0.01048086251895984,224800,AV Fistula R Bruit,AV Fistula R Bruit,chartevents,Cardiovascular,,Text,,
766,0.010467197769912956,224019,Bladder Irrigation,Bladder Irrigation,chartevents,GI/GU,,Text,,
765,0.010453533020866072,227754,IABP Placement Confirmed by X-ray,IABP Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
761,0.010398874024678536,227962,Restraints (Violent),Restraints (Violent),chartevents,Restraint/Support Systems,,Text,,
756,0.010330550279444118,227678,Restraint Device (Non-Violent),Restraint Device (Non-Violent),chartevents,Restraint/Support Systems,,Text,,
748,0.010221232287069048,224801,AV Fistula R Thrill,AV Fistula R Thrill,chartevents,Cardiovascular,,Text,,
739,0.010098249545647094,224927,Impaired Skin Odor #6,Odor #6,chartevents,Skin - Impairment,,Checkbox,,
739,0.010098249545647094,227717,Cerebral Perfusion Pressure Alarm - Low,CPP Alarm - Low,chartevents,Alarms,mmHg,Numeric,,
738,0.01008458479660021,227669,Side Rails (Restraint),Side Rails (Restraint),chartevents,Restraint/Support Systems,,Text,,
738,0.01008458479660021,224419,Negative Insp. Force,Negative Insp. Force,chartevents,Respiratory,cmH2O,Numeric,,
738,0.01008458479660021,228878,PeCO2,PeCO2,chartevents,Respiratory,mmHg,Numeric,,
736,0.010057255298506443,227680,Restraint Location_V2,Restraint Location_V2,chartevents,Restraint/Support Systems,,Text,,
730,0.00997526680422514,229293,Pain Control,Pain Control,chartevents,MD Progress Note,,Text,,
726,0.009920607808037605,228725,Pressure ulcer #3- Length,Pressure ulcer #3- Length,chartevents,Skin - Impairment,cm,Numeric,,
724,0.009893278309943838,227716,Cerebral Perfusion Pressure Alarm - High,CPP Alarm - High,chartevents,Alarms,mmHg,Numeric,,
721,0.009852284062803187,227674,Face to Face Eval (Non-Violent),Face to Face Eval (Non-Violent),chartevents,Restraint/Support Systems,,Text,,
718,0.009811289815662535,227365,14 Gauge Dressing Occlusive,14 Gauge Dressing Occlusive,chartevents,Access Lines - Peripheral,,Checkbox,,
716,0.009783960317568768,228622,Pressure Ulcer #3- Width,Pressure Ulcer #3-  Width,chartevents,Skin - Impairment,cm,Numeric,,
711,0.00971563657233435,228604,Impaired Skin #5- Dressing Status,Impaired Skin #5- Dressing Status,chartevents,Skin - Impairment,,Text,,
710,0.009701971823287466,229868,Risk Factors for Pressure Injury,Risk Factors for Pressure Injury,chartevents,Skin - Assessment,,Text,,
707,0.009660977576146814,226135,14 Gauge placed in outside facility,14 Gauge placed in outside facility,chartevents,Access Lines - Peripheral,,Checkbox,,
706,0.00964731282709993,227723,AVA Dressing Occlusive,AVA Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
704,0.009619983329006163,227728,AVA Line Site Appear,AVA Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
698,0.00953799483472486,227676,Reason for Restraints (Non-Violent),Reason for Restraints (Non-Violent),chartevents,Restraint/Support Systems,,Text,,
692,0.009456006340443558,225747,PICC Line Discontinued,PICC Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
689,0.009415012093302906,224411,Epidural Bolus (mL),Epidural Bolus (mL),chartevents,Pain/Sedation,mL,Numeric,,
680,0.009292029351880953,224178,Small Volume Neb Dose #2,SV Neb Dose #2,chartevents,Respiratory,None,Numeric,,
678,0.009264699853787185,224981,Tunneling Present #4,Tunneling Present #4,chartevents,Skin - Impairment,,Text,,
674,0.00921004085759965,224919,Impaired Skin Length #5,Site Length #5,chartevents,Skin - Impairment,cm,Numeric,,
667,0.009114387614271463,224934,Impaired Skin Site #6,Site #6,chartevents,Skin - Impairment,,Text,,
663,0.009059728618083929,224948,Impaired Skin Type #6,Type #6,chartevents,Skin - Impairment,,Text,,
662,0.009046063869037045,224443,GI #2 Tube Place Check,GI #2 Tube Place Check,chartevents,GI/GU,,Text,,
658,0.00899140487284951,224954,Impaired Skin Width #5,Site Width #5,chartevents,Skin - Impairment,cm,Numeric,,
655,0.008950410625708859,229705,CP-Pain Assessment Method,CP-Pain Assessment Method,chartevents,Pain/Sedation,,Text,,
653,0.008923081127615091,228765,Pressure ulcer #3- Drainage amount,Pressure ulcer #3- Drainage amount,chartevents,Skin - Impairment,,Text,,
651,0.008895751629521324,225217,Trauma Line Site Appear,Trauma Line Site Appear,chartevents,Access Lines - Invasive,,Text,,
651,0.008895751629521324,227353,Trauma Line Dressing Occlusive,Trauma Line Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
651,0.008895751629521324,227727,AVA Line placed in outside facility,AVA Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
648,0.008854757382380672,227681,Less Restrictive Measures_V1,Less Restrictive Measures,chartevents,Restraint/Support Systems,,Text,,
645,0.008813763135240021,227682,Restraints Evaluated_V2,Restraints Evaluated_V2_,chartevents,Restraint/Support Systems,,Text,,
644,0.008800098386193137,225771,Sheath Zero/Calibrate,Sheath Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
644,0.008800098386193137,225043,Incision Packing #2,Incision Packing #2,chartevents,Skin - Incisions,,Text,,
642,0.00877276888809937,228713,Vascular,Vascular,chartevents,MD Progress Note,,Text,,
641,0.008759104139052487,223966,Transcutaneous Pacer Placement,Transcutaneous Pacer Placement,chartevents,Cardiovascular (Pacer Data),,Text,,
637,0.00870444514286495,227673,Non-Violent Restraints Ordered,Non-Violent Restraints Ordered,chartevents,Restraint/Support Systems,,Text,,
636,0.008690780393818067,225730,PA Catheter Line Tip Cultured,PA Catheter Line Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
633,0.008649786146677416,224705,P High (APRV),P High (APRV),chartevents,Respiratory,cmH2O,Numeric,,
632,0.008636121397630533,228775,Pressure ulcer #3- Odor,Pressure ulcer #3- Odor,chartevents,Skin - Impairment,,Checkbox,,
630,0.008608791899536766,224367,Epidural Total Dose (mL),Epidural Total Dose (mL),chartevents,Pain/Sedation,mL,Numeric,,
629,0.008595127150489882,227355,IABP Dressing Occlusive,IABP Dressing Occlusive,chartevents,Access Lines - Invasive,,Checkbox,,
626,0.00855413290334923,228580,Impaired Skin #5- Type,Impaired Skin #5- Type,chartevents,Skin - Impairment,,Text,,
625,0.008540468154302346,224967,Pressure Ulcer Stage #4,Pressure Ulcer Stage #4,chartevents,Skin - Impairment,,Text,,
625,0.008540468154302346,226119,Trauma Line placed in outside facility,Trauma Line placed in outside facility,chartevents,Access Lines - Invasive,,Checkbox,,
622,0.008499473907161695,227761,Sheath Placement Confirmed by X-ray,Sheath Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
621,0.008485809158114812,224896,Impaired Skin Depth #3,Site Depth #3,chartevents,Skin - Impairment,cm,Numeric,,
618,0.008444814910974159,224706,P Low (APRV),P Low (APRV),chartevents,Respiratory,cmH2O,Numeric,,
618,0.008444814910974159,228866,Plateau Pressure (IABP),Plateau Pressure (IABP),chartevents,IABP,mmHg,Numeric,,
618,0.008444814910974159,228698,Abdominal - (GI / Hepatic / Renal),Abdominal - (GI / Hepatic / Renal),chartevents,MD Progress Note,,Text,,
617,0.008431150161927276,228568,Incision #4- Cleanse,Incision #4- Cleanse,chartevents,Skin - Incisions,,Text,,
617,0.008431150161927276,224941,Impaired Skin Treatment #6,Site Treatment #6,chartevents,Skin - Impairment,,Text,,
617,0.008431150161927276,224707,T High (APRV),T High (APRV),chartevents,Respiratory,sec,Numeric,,
610,0.00833549691859909,228785,Pressure ulcer #3- Cleanse,Pressure ulcer #3- Cleanse,chartevents,Skin - Impairment,,Text,,
609,0.008321832169552207,224709,T Low (APRV),T Low (APRV),chartevents,Respiratory,sec,Numeric,,
609,0.008321832169552207,224988,Undermining Present #4,Undermining Present #4,chartevents,Skin - Impairment,,Text,,
607,0.008294502671458438,227732,AVA Line Placement Confirmed by X-ray,AVA Line Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
601,0.008212514177177136,228382,Total Peripheral Resistance Index (TPRI) (NICOM),TPRI (NICOM),chartevents,NICOM,dynes*sec/cm5/m2,Numeric,,
596,0.008144190431942717,228522,Impaired Skin #5- Cleanse,Impaired Skin #5- Cleanse,chartevents,Skin - Impairment,,Text,,
594,0.00811686093384895,228704,Neurological,Neurological,chartevents,MD Progress Note,,Text,,
588,0.008034872439567648,227784,Impaired Skin  - Dressing Status #5,Impaired Skin  - Dressing Status #5,chartevents,Skin - Impairment,,Text,,
582,0.007952883945286345,224907,Impaired Skin Drainage #7,Site Drainage #7,chartevents,Skin - Impairment,,Text,,
577,0.007884560200051925,229377,Part 1 Question,Part 1 Question,chartevents,Swallow Evaluation,,Text,,
569,0.007775242207676856,223954,Pericardial Drain Site,Pericardial Drain Site,chartevents,Cardiovascular,,Text,,
567,0.0077479127095830885,227965,Restraint Device (Violent),Restraint Device (Violent),chartevents,Restraint/Support Systems,,Text,,
564,0.007706918462442437,224791,GI #3 Tube Type,GI #3 Tube Type,chartevents,GI/GU,,Text,,
563,0.007693253713395553,229379,Swallow Eval,Nsg Swallow Eval,chartevents,Swallow Evaluation,,Text,,
562,0.00767958896434867,223952,Pericardial Drain Status,Pericardial Drain Status,chartevents,Cardiovascular,,Text,,
561,0.007665924215301786,224442,GI #3 Intub Site,GI #3 Intub Site,chartevents,GI/GU,,Text,,
561,0.007665924215301786,224792,GI #3 Tube Status,GI #3 Tube Status,chartevents,GI/GU,,Text,,
559,0.007638594717208018,223953,Pericardial Drain Drainage,Pericardial Drain Drainage,chartevents,Cardiovascular,,Text,,
538,0.007351634987223459,227963,Restraints Ordered (Violent),Restraints Ordered (Violent),chartevents,Restraint/Support Systems,,Text,,
537,0.007337970238176576,228691,Febrile last 24 hours,Febrile last 24 hours,chartevents,MD Progress Note,,Text,,
536,0.007324305489129692,229656,Stroke NCP - Water Swallow Deferred,Stroke NCP - Water Swallow Deferred,chartevents,Care Plans,,Text,,
536,0.007324305489129692,228501,Impaired Skin #6- Location,Impaired Skin #6- Location,chartevents,Skin - Impairment,,Text,,
535,0.007310640740082809,224996,Incision Appearance #5,Incision Appearance #5,chartevents,Skin - Incisions,,Text,,
531,0.007255981743895273,224999,Incision Cleansing #3,Incision Cleansing #3,chartevents,Skin - Incisions,,Text,,
528,0.007214987496754622,224375,Cont Neb - Med,Cont Neb - Med,chartevents,Respiratory,,Text,,
528,0.007214987496754622,228552,Pressure Ulcer #4- Type,Pressure Ulcer #4- Type,chartevents,Skin - Impairment,,Text,,
526,0.007187657998660855,225016,Incision Drainage #5,Incision Drainage #5,chartevents,Skin - Incisions,,Text,,
525,0.007173993249613971,228444,BIS Index Range,BIS Index Range,chartevents,Pain/Sedation,None,Numeric,,
525,0.007173993249613971,227589,GI #2 Tube Place Method,GI #2 Tube Place Method,chartevents,GI/GU,,Text,,
524,0.0071603285005670874,228611,Pressure Ulcer #2- Depth,Pressure Ulcer #2- Depth,chartevents,Skin - Impairment,cm,Numeric,,
524,0.0071603285005670874,229378,Part 2 Question,Part 2 Question,chartevents,Swallow Evaluation,,Text,,
521,0.007119334253426436,225007,Incision Closure #5,Incision Closure #5,chartevents,Skin - Incisions,,Text,,
521,0.007119334253426436,228835,Pressure ulcer #3- Tunneling present,Pressure ulcer #3- Tunneling present,chartevents,Skin - Impairment,,Text,,
520,0.007105669504379552,229087,Critically ill,Critically ill,chartevents,MD Progress Note,,Text,,
517,0.007064675257238901,229243,Neuro Mon Line Type,Neuro Mon Line Type,chartevents,Access Lines - Invasive,,Text,,
514,0.00702368101009825,228442,BIS - EMG,BIS - EMG,chartevents,Pain/Sedation,,Text,,
512,0.006996351512004482,227127,Indwelling (PortaCath) Port #1,Indwelling (PortaCath) Port #1,chartevents,Access Lines - Invasive,,Text,,
510,0.006969022013910715,227762,Trauma Line Placement Confirmed by X-ray,Trauma Line Placement Confirmed by X-ray,chartevents,Access Lines - Invasive,,Text,,
509,0.006955357264863831,225740,Dialysis Catheter Discontinued,Dialysis Catheter Discontinued,chartevents,Access Lines - Invasive,,Text,,
508,0.006941692515816947,225725,Dialysis Catheter Tip Cultured,Dialysis Catheter Tip Cultured,chartevents,Access Lines - Invasive,,Checkbox,,
506,0.0069143630177231795,228443,BIS - SQI,BIS - SQI,chartevents,Pain/Sedation,,Text,,
505,0.006900698268676296,227543,CO (Arterial),CO (Arterial),chartevents,Hemodynamics,L/min,Numeric,4.0,8.0
505,0.006900698268676296,227966,Face to Face Eval (Violent),Face to Face Eval (Violent),chartevents,Restraint/Support Systems,,Text,,
503,0.006873368770582528,229505,Surgibra,Surgibra,chartevents,Treatments,,Checkbox,,
501,0.006846039272488761,228534,Impaired Skin #6- Treatment,Impaired Skin #6- Treatment,chartevents,Skin - Impairment,,Text,,
500,0.006832374523441877,224176,MDI #3 Drug,MDI #3 Drug,chartevents,Respiratory,,Text,,
499,0.0068187097743949935,224892,Impaired Skin Cleanse #6,Site Cleanse #6,chartevents,Skin - Impairment,,Text,,
499,0.0068187097743949935,228097,14 Gauge placed in the field,14 Gauge placed in the field,chartevents,Access Lines - Peripheral,,Checkbox,,
498,0.00680504502534811,228509,Pressure Ulcer #4- Location,Pressure Ulcer #4- Location,chartevents,Skin - Impairment,,Text,,
497,0.0067913802763012255,224963,Impaired Skin Wound Base #7,Site/Wound Base #7,chartevents,Skin - Impairment,,Text,,
496,0.006777715527254342,229704,CP-Pain Management,CP-Pain Management,chartevents,Pain/Sedation,,Text,,
496,0.006777715527254342,224113,Traction/Immobile Location #1,Traction/Immobile Location #1,chartevents,Treatments,,Text,,
493,0.006736721280113691,224977,Surrounding Tissue #7,Surrounding Tissue #7,chartevents,Skin - Impairment,,Text,,
488,0.006668397534879272,229464,Discussed on Rounds,Discussed on Rounds,chartevents,MD Progress Note,,Checkbox,,
486,0.006641068036785504,228381,Total Peripheral Resistance (TPR) (NICOM),TPR (NICOM),chartevents,NICOM,dynes*sec/cm5,Numeric,,
483,0.0066000737896448535,228563,Incision #5- Location,Incision #5- Location,chartevents,Skin - Incisions,,Text,,
482,0.006586409040597969,229079,Pain Controlled,Pain Controlled,chartevents,MD Progress Note,,Text,,
481,0.0065727442915510855,227730,AVA Waveform Appearance,AVA Waveform Appearance,chartevents,Access Lines - Invasive,,Text,,
481,0.0065727442915510855,227731,AVA Line Zero/Calibrate,AVA Line Zero/Calibrate,chartevents,Access Lines - Invasive,,Checkbox,,
479,0.006545414793457318,227546,SVV (Arterial),SVV (Arterial),chartevents,Hemodynamics,%,Numeric,11.0,15.0
478,0.006531750044410435,225764,Sheath Line Discontinued,Sheath Line Discontinued,chartevents,Access Lines - Invasive,,Text,,
477,0.00651808529536355,228845,Pressure ulcer #3- Undermining present,Pressure ulcer #3- Undermining present,chartevents,Skin - Impairment,,Text,,
474,0.0064770910482228996,224914,Impaired Skin Drainage Amount #7,Site Drainage Amount #7,chartevents,Skin - Impairment,,Text,,
472,0.0064497615501291315,229454,Exam-Ext/MSK,Exam-Ext/MSK,chartevents,MD Progress Note,,Text,,
471,0.006436096801082248,228719,Vented,Vented,chartevents,MD Progress Note,,Checkbox,,
470,0.006422432052035364,228575,Incision #5- Treatment,Incision #5- Treatment,chartevents,Skin - Incisions,,Text,,
469,0.006408767302988481,229452,Exam-Neuro,Exam-Neuro,chartevents,MD Progress Note,,Text,,
468,0.006395102553941597,228542,Pressure Ulcer #4- Treatment,Pressure Ulcer #4- Treatment,chartevents,Skin - Impairment,,Text,,
464,0.006340443557754062,224711,Recruitment Duration,Recruitment Duration,chartevents,Respiratory,sec,Numeric,,
461,0.00629944931061341,225021,Incision Drainage Amount #5,Incision Drainage Amount #5,chartevents,Skin - Incisions,,Text,,
460,0.006285784561566527,227964,Reason for Restraint (Violent),Reason for Restraint (Violent),chartevents,Restraint/Support Systems,,Text,,
455,0.006217460816332108,227771,Traction/Immobile #1,Traction/Immobile #1,chartevents,Treatments,,Text,,
452,0.006176466569191456,227626,Seizure Pads,Seizure Pads,chartevents,Treatments,,Text,,
450,0.006149137071097689,228311,GI #3 Tube Place Check,GI #3 Tube Place Check,chartevents,GI/GU,,Text,,
449,0.006135472322050806,224712,Recruitment Mode,Recruitment Mode,chartevents,Respiratory,,Text,,
448,0.006121807573003922,226815,Airway problems,Airway problems,chartevents,Respiratory,,Text,,
447,0.0061081428239570384,224440,Chest Tube Site #4,Chest Tube Site #4,chartevents,Pulmonary,,Text,,
445,0.00608081332586327,224646,Orthostatic BPs sitting,Orthostatic BPs sitting,chartevents,Routine Vital Signs,mmHg,Numeric,,
444,0.006067148576816387,226094,Orthostatic BPd sitting,Orthostatic BPd sitting,chartevents,Routine Vital Signs,mmHg,Numeric,,
444,0.006067148576816387,228816,Pressure ulcer #4- Stage,Pressure ulcer #4- Stage,chartevents,Skin - Impairment,,Text,,
444,0.006067148576816387,227451,Tobramycin (Random),Tobramycin (Random),chartevents,Labs,None,Numeric with tag,,
443,0.006053483827769503,226183,Estimated Energy Needs/Kg,Estimated Energy Needs/Kg,chartevents,General,kcal/kg,Numeric,,
437,0.005971495333488201,228598,Incision #5- Dressing Status,Incision #5- Dressing Status,chartevents,Skin - Incisions,,Text,,
433,0.005916836337300666,225240,14 Gauge Site Appear,14 Gauge Site Appear,chartevents,Access Lines - Peripheral,,Text,,
433,0.005916836337300666,224676,Nausea and Vomiting (CINA),Nausea and Vomiting (CINA),chartevents,Toxicology,,Text,,
433,0.005916836337300666,224928,Impaired Skin Odor #7,Odor #7,chartevents,Skin - Impairment,,Checkbox,,
433,0.005916836337300666,228302,CAM-ICU RASS LOC,CAM-ICU RASS LOC,chartevents,Pain/Sedation,,Text,,
431,0.005889506839206898,228689,Discharge from ICU,Discharge from ICU,chartevents,MD Progress Note,,Text,,
429,0.0058621773411131305,224668,Sweating,Sweating,chartevents,Toxicology,,Text,,
428,0.005848512592066247,228007,14 G Phlebitis Scale,14 G Phlebitis Scale,chartevents,Access Lines - Peripheral,,Text,,
428,0.005848512592066247,224674,Changes in Temperature,Changes in Temperature,chartevents,Toxicology,,Text,,
427,0.005834847843019363,224667,Goose Flesh,Goose Flesh,chartevents,Toxicology,,Text,,
427,0.005834847843019363,224670,Lacrimation,Lacrimation,chartevents,Toxicology,,Text,,
427,0.005834847843019363,224669,Restlessness,Restlessness,chartevents,Toxicology,,Text,,
426,0.005821183093972479,228857,Impaired Skin #5- Type,Impaired Skin #5- Type,chartevents,Skin - Impairment,,Text,,
426,0.005821183093972479,224677,Tremor (CINA),Tremor (CINA),chartevents,Toxicology,,Text,,
425,0.005807518344925595,224671,Pupils,Pupils,chartevents,Toxicology,,Text,,
425,0.005807518344925595,224673,Abdominal Changes: Observation,Abdominal Changes: Observation,chartevents,Toxicology,,Text,,
424,0.005793853595878712,228008,14 G Infiltration Scale,14 G Infiltration Scale,chartevents,Access Lines - Peripheral,,Text,,
421,0.00575285934873806,224672,Yawning,Yawning,chartevents,Toxicology,,Text,,
421,0.00575285934873806,224675,Muscle Aches,Muscle Aches,chartevents,Toxicology,,Text,,
420,0.0057391945996911765,224666,Nasal Congestion,Nasal Congestion,chartevents,Toxicology,,Text,,
418,0.005711865101597409,226184,Estimated Protein Needs/Kg,Estimated Protein Needs/Kg,chartevents,General,g/kg,Numeric,,
416,0.005684535603503641,224645,Orthostatic BPs lying,Orthostatic BPs lying,chartevents,Routine Vital Signs,mmHg,Numeric,,
415,0.005670870854456758,226092,Orthostatic BPd lying,Orthostatic BPd lying,chartevents,Routine Vital Signs,mmHg,Numeric,,
412,0.005629876607316107,223765,Orthostatic HR sitting,Orthostatic HR sitting,chartevents,Routine Vital Signs,bpm,Numeric,,
409,0.005588882360175455,229416,Disposition,Disposition,chartevents,MD Progress Note,,Text,,
409,0.005588882360175455,225108,Tobacco use,Tobacco use,chartevents,Adm History/FHPA,,Checkbox,,
407,0.005561552862081688,224935,Impaired Skin Site #7,Site #7,chartevents,Skin - Impairment,,Text,,
